time_bucket,liquidation_tx_count,unique_liquidated_users,unique_liquidators,as_collateral_tx_count,as_debt_tx_count,liquidated_collateral_value_usd,liquidated_collateral_value_eth,liquidation_debt_covered_value_usd,liquidation_debt_covered_value_eth,liquidation_rate,liquidation_volume_ratio_eth,liquidation_severity_usd,liquidation_severity_eth,avg_liquidation_debt_usd,avg_liquidation_debt_eth,liquidator_concentration,liquidation_user_ratio,market_stress_index_usd,market_stress_index_eth,has_liquidation,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,borrow_capacity_utilization,remaining_borrow_capacity,risk_buffer,ltv_utilization,distance_to_liquidation,debt_expansion_ratio,capital_efficiency,overcollateral_margin,has_sampled_borrow_position,borrow_tx_count,unique_borrowers,borrow_amount_value_usd,borrow_amount_value_eth,repay_amount_value_usd,borrow_repay_ratio,repayment_discipline,net_borrow_demand_usd,borrower_participation_rate,leverage_indicator,collateral_enabled_count,collateral_disabled_count,collateral_usage_rate,net_liquidity_flow_usd,supply_withdrawal_ratio,protocol_turnover_usd,flashloan_usage_intensity,flashloan_amount_value_usd,user_activity,target_next_1d,target_fwd_max_1d,target_fwd_max_3d,target_fwd_max_7d,y_reg_log1p,y_stress_1d,y_stress_3d,y_stress_7d
2025-04-11 00:00:00.000 UTC,8,8,8,4,4,2769.2440657786815,1.7914510936682448,2587.05724662729,1.6735155195762843,0.0081466395112016,4.95578410626001e-06,346.1555082223352,0.2239313867085306,323.38215582841127,0.2091894399470355,1.0,0.0109289617486338,3.9381454267742754e-05,3.964627285008008e-05,1,60631826.43563092,32650146.871620048,18236298.041032724,0.86226,0.8348000000000001,0.6416275872221854,0.3007710490198259,0.0274599999999999,0.968153457193886,0.0318465428061141,0.5384984881872675,8.667695090962193,27981679.56401087,1,982.0,732.0,525538184.3521898,337689.35120929615,371074412.9340928,1.4162609062606848,0.6885245901639344,154463771.41809702,0.4692307692307692,0.1645642231635606,1221,1101,0.5258397932816538,157708886.04133743,1.0519496046213417,7125932121.786607,0.0840272520817562,16900016.296735846,1732.0,7344.22267512819,7344.22267512819,7344.22267512819,603331.2101830175,8.901805404707758,0,0,0
2025-04-12 00:00:00.000 UTC,4,3,3,2,2,7641.751720478241,4.791817294796289,7344.22267512819,4.605251277553135,0.0044543429844097,3.5300443171192897e-05,1910.43793011956,1.1979543236990722,1836.0556687820472,1.1513128193882838,0.75,0.0044247787610619,0.0001396468144068,0.0001412017726847,1,120626224.06315891,54391284.5387819,42149401.51146112,0.819,0.7853333333333333,0.5634027140689144,0.3494215444345835,0.0336666666666666,0.9588929588929588,0.0411070411070411,0.4509076277667704,1.7439461112568444,66234939.52437701,1,898.0,678.0,210365634.37054276,130458.73830023964,246492990.1370269,0.8534345510336796,0.6179941002949852,-36127355.76648416,0.4815340909090909,0.1088585708822564,1198,993,0.5467822911912369,-467954194.62905705,0.8050533269840594,4789747525.988111,0.1087221095334685,23404369.33261957,1581.0,106.8965585781256,106.8965585781256,106.8965585781256,603331.2101830175,4.681172977206101,0,0,0
2025-04-13 00:00:00.000 UTC,4,4,4,2,2,112.59070811888763,0.0688501517870623,106.8965585781256,0.0653693876312822,0.0050955414012738,3.819748925405744e-07,28.14767702972191,0.0172125379467655,26.7241396445314,0.0163423469078205,1.0,0.0065681444991789,1.55454997214721e-06,1.5278995701622976e-06,1,76806477.91440949,40883462.95120984,21644890.761169575,0.8347760000000001,0.8086550000000001,0.6538387871087624,0.2818107449906751,0.0261209999999999,0.968708971029354,0.0312910289706459,0.5322918595065507,3.581138993848978,35923014.963199645,1,785.0,609.0,275054673.03949213,171135.29948657157,202203220.0119355,1.3602882932490217,0.5911330049261084,72851453.02755663,0.4848726114649681,0.1051365083839578,1082,855,0.5585957666494579,394825683.30359143,1.1777420086667192,5314766386.853931,0.1090823970037453,15713301.343974125,1430.0,0.0,0.0,603331.2101830175,603331.2101830175,0.0,0,0,0
2025-04-14 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,137254823.8403856,81363884.50201795,31078086.894964144,0.88,0.8575,0.7236077728907706,0.2264261905366985,0.0224999999999999,0.9744318181818182,0.0255681818181817,0.5927943530541154,1.6190180538281125,55890939.33836764,1,931.0,693.0,222218037.77258143,135635.06677505135,221957887.27774292,1.0011720714142185,0.5873015873015873,260150.49483852275,0.5014471780028944,0.0806161857376658,1481,1321,0.5285510349750179,150801855.54480782,1.0578740093793877,5806362205.553138,0.0805509181969949,21559310.198324487,1519.0,19.423602749016673,19.423602749016673,603331.2101830175,603331.2101830175,3.016691229545201,0,0,0
2025-04-15 00:00:00.000 UTC,4,4,4,2,2,20.68140682736822,0.0127527474401388,19.423602749016673,0.0119794457413508,0.0044843049327354,5.4099669300138454e-08,5.170351706842055,0.0031881868600347,4.855900687254168,0.0029948614353377,1.0,0.0058823529411764,2.154056371545514e-07,2.1639867720055381e-07,1,96775423.91601457,62840875.847735785,17997118.40242058,0.8638899999999999,0.8368400000000001,0.7773680733996468,0.1859678591337318,0.0270499999999997,0.9686881431663756,0.0313118568336243,0.6493474614202829,3.72707070492446,33934548.06827878,1,892.0,680.0,360688847.43402386,221432.88297919673,368807139.3006473,0.977987704137133,0.6426470588235295,-8118291.866623469,0.4632152588555858,0.110134186247744,1900,1681,0.5305780508237923,255305400.8276735,1.0845469177968077,7024179462.615332,0.0473840078973346,9251005.672808368,1574.0,603331.2101830175,603331.2101830175,603331.2101830175,957792.9877049052,13.310223252997057,1,0,0
2025-04-16 00:00:00.000 UTC,80,77,32,40,40,641391.4709197312,403.4045551003341,603331.2101830175,379.4671364095375,0.0960384153661464,0.0016062970099034,8017.39338649664,5.042556938754176,7541.640127287719,4.743339205119218,0.4,0.12241653418124,0.1291055043016951,0.1285037607922738,1,63193691.189856395,36098637.99376726,14490392.478891976,0.8112038187255579,0.780618587531631,0.7135665114846729,0.2293012515340758,0.0305852311939268,0.962296490120106,0.037703509879894,0.5712380035740289,5.915988169516823,27095053.196089137,1,833.0,629.0,373853129.4672899,236237.21769385147,329201273.3655532,1.1356369483181017,0.6724960254372019,44651856.10173678,0.4483250178189594,0.223384719458229,1119,978,0.5336194563662375,121070044.18841796,1.0779832160416802,3929152691.14263,0.0996533795493934,12621177.89912466,1552.0,177.03778497611864,177.03778497611864,175152.39229896676,957792.9877049052,5.181995802911638,0,0,0
2025-04-17 00:00:00.000 UTC,12,11,10,6,6,185.5208094949163,0.1172136888943522,177.03778497611864,0.1118547676827967,0.0157068062827225,7.958010259941719e-07,15.460067457909693,0.0097678074078626,14.753148748009886,0.009321230640233,0.8333333333333334,0.0184254606365159,9.465437219445e-06,9.549612311930065e-06,1,43650700.11047351,37742181.9625812,2768463.1120511647,0.87555625,0.8458375,0.9316608484769656,0.0634231090233281,0.02971875,0.9660572921499904,0.0339427078500096,0.8646409305477639,5.141801661224261,5908518.147892311,1,764.0,597.0,224443242.34163475,140556.19938798103,262183985.22493735,0.8560524478605228,0.6566164154103853,-37740742.88330261,0.4653156664068589,0.1050137893845777,849,751,0.530625,-149558238.0777035,0.9346002583033582,4910733477.995049,0.0690647482014388,16796319.9683978,1390.0,175152.39229896676,175152.39229896676,175152.39229896676,957792.9877049052,12.073417396402489,0,0,0
2025-04-18 00:00:00.000 UTC,8,8,7,4,4,182758.0826223165,114.6513203097411,175152.39229896676,109.88026075158066,0.0142857142857142,0.0007430987019965,22844.76032778956,14.331415038717635,21894.049037370845,13.735032593947585,0.875,0.017897091722595,0.0059723141649792,0.0059447896159726,1,38320452.86772051,30635945.27870996,4990392.3333026385,0.8899999999999999,0.8675,0.8599240711282105,0.1302279059834997,0.0224999999999998,0.9747191011235956,0.0252808988764042,0.7994672031790198,6.122556230859472,7684507.589010548,1,560.0,447.0,234619127.4746189,147867.65265011316,191978652.40364817,1.2221105031059196,0.7695749440715883,42640475.07097075,0.441699604743083,0.1224821746432431,680,591,0.5350118017309206,29820409.30318652,1.0158138347659764,4227851209.000955,0.0489949748743718,5359060.982815517,1078.0,0.0,0.0,464856.3045438796,957792.9877049052,0.0,0,0,0
2025-04-19 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43038756.80568336,34045641.27542144,5778953.22093285,0.8644164383561643,0.8379712328767124,0.8548898414656331,0.1342732376547114,0.0264452054794519,0.9694068688354168,0.0305931311645831,0.7910461129055113,3.8193590269512327,8993115.530261919,1,562.0,434.0,164380464.31454554,102489.70847453592,129051799.40749754,1.2737556939868249,0.6474654377880185,35328664.907048,0.449740932642487,0.1653773763880028,752,598,0.557037037037037,40138454.00953832,1.0420811980950604,2241237601.115769,0.108709079678814,5117068.364243371,1065.0,12772.360771453126,12772.360771453126,957792.9877049052,957792.9877049052,9.455117091492651,0,0,0
2025-04-20 00:00:00.000 UTC,12,12,9,6,6,13337.916798629769,8.43138066011219,12772.360771453126,8.074046883931883,0.0229885057471264,0.0001200802128888,1111.4930665524807,0.7026150550093492,1064.3633976210938,0.6728372403276569,0.75,0.0303030303030303,0.0014278627239949,0.001440962554666,1,41135606.96232452,32905959.398748755,5349118.50412073,0.8642,0.83765,0.8601723275089842,0.1300362119129518,0.0265499999999999,0.9692779449201574,0.0307220550798426,0.799938589185929,2.6094444591420074,8229647.563575767,1,522.0,396.0,107341081.66128112,67238.77889362437,102623594.4401036,1.045968836376423,0.7247474747474747,4717487.221177521,0.4419642857142857,0.0542328032402796,592,529,0.528099910793934,68124950.00468177,1.0356462390232315,4100369444.19754,0.0807799442896936,5020864.2295247335,979.0,464856.3045438796,464856.3045438796,957792.9877049052,957792.9877049052,13.049485765526017,1,0,0
2025-04-21 00:00:00.000 UTC,18,18,17,9,9,494486.7814592434,309.02812134554637,464856.3045438796,290.52820795702974,0.0184237461617195,0.001615355520826,27471.487858846856,17.168228963641464,25825.350252437755,16.14045599761276,0.9444444444444444,0.0249307479224376,0.0289390456817886,0.0290763993748694,1,46625396.69067967,27552997.974301916,10662802.785100734,0.8571872628726287,0.8321813008130081,0.7209844469246861,0.2286908754007922,0.0250059620596205,0.9708278889074716,0.0291721110925282,0.5909439903984711,6.201324897032362,19072398.716377754,1,977.0,722.0,289139233.3319221,179854.03473809623,257822153.6522934,1.1214677607645145,0.6537396121883656,31317079.67962873,0.4700520833333333,0.0999431827123783,1596,1490,0.5171743357096565,-738643423.9893863,0.7966110655978274,7071676966.870859,0.0817740817740817,15467749.292462137,1690.0,957792.9877049052,957792.9877049052,957792.9877049052,957792.9877049052,13.772387989678322,1,0,0
2025-04-22 00:00:00.000 UTC,38,38,28,19,19,1006744.4724534733,638.3885035776732,957792.9877049052,607.3565329279704,0.0303272146847565,0.0013993990642823,26493.275590880876,16.799697462570347,25205.078623813297,15.983066655999222,0.7368421052631579,0.0408602150537634,0.050045208875824,0.05317716444273,1,31713515.75512874,17723308.10989106,7942664.63441829,0.8214822922125564,0.7908132864086573,0.6905371671066185,0.2504504607986831,0.030669005803899,0.9626662606185996,0.0373337393814005,0.5588566164262261,22.932338991512772,13990207.64523768,1,1253.0,930.0,727265093.9092934,434012.3903394423,636977316.585984,1.1417441013554863,0.521505376344086,90287777.32330944,0.478641276376737,0.199788360077291,1417,1299,0.5217231222385862,411410541.7068432,1.127420326866176,8233186876.737249,0.0794979079497908,17934469.968566198,2113.0,4835.453080375474,4835.453080375474,4835.453080375474,4835.453080375474,8.48393689642295,0,0,0
2025-04-23 00:00:00.000 UTC,12,11,11,6,6,4946.214247607813,2.742707671501531,4835.453080375474,2.680942379750395,0.008695652173913,1.1200030835768358e-05,412.1845206339845,0.2285589726251276,402.95442336462287,0.2234118649791996,0.9166666666666666,0.0108910891089108,0.0001352458562952,0.0001344003700292,1,34431481.16273044,21718175.46184112,7072937.72768199,0.8442299999999999,0.81312,0.7543360799868001,0.2054206641373862,0.0311099999999999,0.9631498525283396,0.0368501474716604,0.6307650652377237,12.460594013903393,12713305.70088932,1,1380.0,1010.0,429036708.0661464,239369.1963051166,464785194.68202794,0.9230860039757978,0.502970297029703,-35748486.61588157,0.5,0.1390912645059275,1440,1367,0.5130032062700391,311918894.1777606,1.1124984390471324,6751042524.1273,0.0823838737949167,18688005.09869195,2200.0,3431.4834715819907,3431.4834715819907,4463.9060818519265,13487.566565494571,8.141039322359445,0,0,0
2025-04-24 00:00:00.000 UTC,8,8,8,4,4,3623.749509607315,2.069979357009403,3431.4834715819907,1.9602239509576291,0.0097680097680097,8.15624462204752e-06,452.9686887009144,0.2587474196261753,428.9354339477488,0.2450279938697036,1.0,0.0117302052785923,6.46204397099784e-05,6.524995697638016e-05,1,144594084.5654761,81467171.90928401,34059450.76042148,0.8320000000000001,0.8030000000000002,0.7051809360185436,0.2355521725717516,0.0289999999999999,0.9651442307692308,0.0348557692307691,0.5634198117724069,2.9379977810261897,63126912.65619208,1,819.0,682.0,424817099.602882,240334.12946674717,426070180.4748599,0.9970589801178262,0.5527859237536656,-1253080.871977863,0.4729542302357836,0.1456937786029121,1050,928,0.5308392315470172,249648909.12252504,1.09363567813491,6432882023.505673,0.1221978021978022,12443689.310197083,1603.0,4463.9060818519265,4463.9060818519265,4463.9060818519265,116096.55623549483,8.404003458789695,0,0,0
2025-04-25 00:00:00.000 UTC,8,6,6,4,4,4667.768167578103,2.599557759792716,4463.9060818519265,2.486007828933764,0.0085653104925053,7.467126264804052e-06,583.4710209472629,0.3249447199740895,557.9882602314908,0.3107509786167205,0.75,0.0081632653061224,6.000269171936716e-05,5.973701011843242e-05,1,24283901.332110245,19423030.79136308,3160237.16158399,0.87,0.8466666666666666,0.8600628939899911,0.1301371274065116,0.0233333333333334,0.9731800766283524,0.0268199233716476,0.7998315643656603,24.50844983037229,4860870.540747166,1,934.0,735.0,595160777.4837347,332926.98432748416,411114266.7441743,1.447677265489032,0.5251700680272109,184046510.73956043,0.4976303317535545,0.1600342864472287,930,848,0.5230596175478065,357806332.7017704,1.1064534946202291,8086384556.890798,0.088235294117647,18472417.970033232,1616.0,0.0,0.0,664.2761071540549,116096.55623549483,0.0,0,0,0
2025-04-26 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47093746.805320896,38325215.130592115,5347094.116809048,0.9027843137254902,0.8810980392156863,0.8775632841735467,0.1135414886165928,0.0216862745098038,0.9759784544546284,0.0240215455453716,0.8138068794785709,4.526962986372162,8768531.674728781,1,730.0,566.0,213191648.6772699,118271.0065240554,373441925.5976896,0.5708830049975216,0.5671378091872792,-160250276.92041966,0.4866723989681857,0.1739313227735365,688,604,0.5325077399380805,-469294500.56477416,0.7231329711184253,3507374373.0415993,0.0598901098901098,3981870.303879814,1244.0,12.423799811343686,12.423799811343686,664.2761071540549,116096.55623549483,2.59702923687108,0,0,0
2025-04-27 00:00:00.000 UTC,4,4,4,2,2,12.961025903217251,0.0071049273607288,12.423799811343686,0.0068100479993095,0.0061068702290076,4.8299225225315545e-08,3.240256475804313,0.0017762318401822,3.1059499528359216,0.0017025119998273,1.0,0.0077669902912621,1.9436295685981277e-07,1.9319690090126218e-07,1,70064941.77179919,62589191.61410224,2571204.2336710114,0.95,0.93,0.9605403834611776,0.0366974433811048,0.0199999999999999,0.9789473684210528,0.0210526315789473,0.8933025566188951,3.649221066786206,7475750.157696955,1,655.0,515.0,255682461.5567985,140997.04431159454,219613129.92148295,1.1642403241018018,0.6368932038834951,36069331.63531548,0.4673321234119782,0.1298000893337856,750,650,0.5357142857142857,324761499.1588784,1.1974167070342114,4090168693.021438,0.0644007155635062,7635120.927227142,1185.0,664.2761071540549,664.2761071540549,13487.566565494571,116096.55623549483,6.500202153212616,0,0,0
2025-04-28 00:00:00.000 UTC,6,5,3,3,3,695.4634851206575,0.3915871359475028,664.2761071540549,0.3740315745310351,0.0060728744939271,1.5827321426983776e-06,115.91058085344292,0.0652645226579171,110.7126845256758,0.0623385957551725,0.5,0.0071225071225071,9.427865070980156e-06,9.496392856190264e-06,1,118368277.60690074,74177086.07135153,23115921.74998836,0.8916666666666666,0.8695833333333334,0.7624092186312468,0.1952881482888176,0.0220833333333332,0.9752336448598132,0.0247663551401867,0.6266635586072521,3.571504451175426,44191191.53554921,1,988.0,702.0,422752830.3510145,236320.1987503419,500325233.54602695,0.8449560446007841,0.5811965811965812,-77572403.19501247,0.5050359712230216,0.1735018646817724,1041,928,0.5286947689182326,-174088177.9862691,0.9333168639948536,5970345341.444049,0.0933997509339975,11795768.152505048,1529.0,2.3294632258333334,2.3294632258333334,116096.55623549483,116096.55623549483,1.2028110975558497,0,0,0
2025-04-29 00:00:00.000 UTC,2,2,2,1,1,2.438594401708178,0.0013385356277429,2.3294632258333334,0.0012786346417173,0.0022148394241417,7.216492376531691e-09,1.219297200854089,0.0006692678138714,1.1647316129166667,0.0006393173208586,1.0,0.0027855153203342,1.4483081618320113e-08,1.4432984753063384e-08,1,47330099.763487466,28622974.81317842,10317941.098121816,0.855,0.83125,0.7350359934618883,0.2179995636958604,0.0237499999999999,0.9722222222222224,0.0277777777777776,0.6047520490387694,6.796533415781129,18707124.95030905,1,903.0,718.0,321680604.61479706,177182.28953937077,263842156.8718132,1.2192160965811254,0.5557103064066853,57838447.74298386,0.5067043048694425,0.105467782115564,968,795,0.5490640952921158,-1558822.4446252286,0.9994891778938424,6687154955.386463,0.0788418708240534,11885738.890762446,1535.0,13487.566565494571,13487.566565494571,116096.55623549483,116096.55623549483,9.509597684511771,0,0,0
